experimentVariant,caseId,grievanceId,experimentState,failureReason,title,category,subcategory,sensitiveCategory,submissionTimestamp,aiDecisionTimestamp,aiLatencyMillis,finalStatus,assignedFaculty,priority,sentiment,aiResolved,aiConfidence,aiTitle,aiModelName,retrievedReferenceCount,retrievedReferenceIds,retrievedReferenceSources,top1SimilarityScore,averageRetrievedSimilarityScore
"rag_enabled","live-011-medical-leave-not-counted","153","completed",,"Approved medical leave was not counted in attendance","Academic","Attendance","false","2026-04-12T20:17:35.780433","2026-04-12T20:18:00.003821","24223","IN_PROGRESS","faculty@college.edu","MEDIUM","NEGATIVE","false","0.765000","Approved medical leave not reflected in attendance","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-011-medical-leave-not-counted|hist-012-duty-leave-not-updated|151","manual-import|manual-import|application-grievance","0.801947","0.677494"
"rag_enabled","live-012-duty-leave-not-updated","154","completed",,"Duty leave attendance for college event not updated","Academic","Attendance","false","2026-04-12T20:18:20.271779","2026-04-12T20:19:02.44644","42174","IN_PROGRESS","faculty@college.edu","MEDIUM","NEGATIVE","false","0.765000","Duty leave attendance not updated for college event","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-012-duty-leave-not-updated|153|152","manual-import|application-grievance|application-grievance","0.855725","0.694831"
"rag_enabled","live-013-bonafide-delay","155","completed",,"Bonafide certificate request is still pending","Administrative","Certificates","false","2026-04-12T20:19:23.067602","2026-04-12T20:19:49.974626","26907","RESOLVED","faculty2@college.edu","MEDIUM","POSITIVE","true","0.730000","Bonafide certificate pending near scholarship deadline","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-013-bonafide-delay|hist-065-verification-stuck|hist-016-no-dues-certificate-delay","manual-import|manual-import|manual-import","0.824909","0.669833"
"rag_enabled","live-014-transcript-request-pending","156","completed",,"Transcript request is stuck in verification","Administrative","Certificates","false","2026-04-12T20:20:10.616025","2026-04-12T20:20:37.000994","26384","IN_PROGRESS","faculty2@college.edu","MEDIUM","POSITIVE","false","0.700000","Transcript request verification delay","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-014-transcript-request-pending|hist-065-verification-stuck|155","manual-import|manual-import|application-grievance","0.819446","0.646346"
"rag_enabled","live-015-id-card-letter","157","completed",,"Duplicate ID card letter has not been issued","Administrative","Certificates","false","2026-04-12T20:20:57.14424","2026-04-12T20:21:20.857002","23712","RESOLVED","faculty2@college.edu","MEDIUM","NEGATIVE","true","0.730000","Duplicate ID card letter issuance delayed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-015-id-card-letter|hist-017-verification-letter-typo|hist-077-lost-id-misuse","manual-import|manual-import|manual-import","0.822374","0.665181"
"rag_enabled","live-016-no-dues-certificate-delay","158","completed",,"No-dues certificate is delayed despite clearances","Administrative","Certificates","false","2026-04-12T20:21:41.660943","2026-04-12T20:21:59.839781","18178","IN_PROGRESS","faculty2@college.edu","MEDIUM","NEGATIVE","false","0.730000","No-dues certificate delay for internship paperwork","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-016-no-dues-certificate-delay|155|hist-018-section-transfer-pending","manual-import|application-grievance|manual-import","0.791237","0.665555"
"rag_enabled","live-017-verification-letter-typo","159","completed",,"Internship verification letter has a registration number typo","Administrative","Certificates","false","2026-04-12T20:22:20.022879","2026-04-12T20:22:39.959302","19936","RESOLVED","faculty2@college.edu","MEDIUM","NEGATIVE","true","0.765000","Internship verification letter registration number typo","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-017-verification-letter-typo|149|hist-014-transcript-request-pending","manual-import|application-grievance|manual-import","0.907041","0.721544"
"rag_enabled","live-018-section-transfer-pending","160","completed",,"Section transfer request is still pending","Administrative","Transfers","false","2026-04-12T20:23:00.578453","2026-04-12T20:23:20.090855","19512","IN_PROGRESS","faculty2@college.edu","MEDIUM","NEGATIVE","false","0.765000","Section transfer pending after faculty approval","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-018-section-transfer-pending|158|hist-019-hostel-transfer-routing","manual-import|application-grievance|manual-import","0.844355","0.690489"
"rag_enabled","live-019-hostel-transfer-routing","161","completed",,"Hostel transfer application is not moving","Administrative","Transfers","false","2026-04-12T20:23:41.082017","2026-04-12T20:24:05.278452","24196","RESOLVED","faculty2@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hostel transfer pending after warden recommendation","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-019-hostel-transfer-routing|160|hist-045-study-floor-transfer","manual-import|application-grievance|manual-import","0.789902","0.727418"
"rag_enabled","live-020-elective-batch-transfer","162","completed",,"Elective batch transfer has not been updated","Administrative","Transfers","false","2026-04-12T20:24:25.697761","2026-04-12T20:24:49.632702","23934","IN_PROGRESS","faculty2@college.edu","MEDIUM","NEGATIVE","false","0.700000","Elective batch transfer not updated after approval","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-020-elective-batch-transfer|160|hist-018-section-transfer-pending","manual-import|application-grievance|manual-import","0.721756","0.657437"
"rag_enabled","live-021-branch-migration-documents","163","completed",,"Branch migration documents are delayed in workflow","Administrative","Transfers","false","2026-04-12T20:25:10.260096","2026-04-12T20:25:32.472773","22212","IN_PROGRESS","faculty2@college.edu","MEDIUM","NEGATIVE","false","0.730000","Branch migration paperwork delayed in administrative workflow","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-021-branch-migration-documents|160|hist-018-section-transfer-pending","manual-import|application-grievance|manual-import","0.854570","0.720817"
"rag_enabled","live-022-lab-section-change-not-updated","164","completed",,"Approved lab section change is not reflected","Administrative","Transfers","false","2026-04-12T20:25:52.824134","2026-04-12T20:26:14.470983","21646","RESOLVED","faculty2@college.edu","MEDIUM","NEGATIVE","true","0.700000","Approved lab section change not reflected in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-022-lab-section-change-not-updated|150|160","manual-import|application-grievance|application-grievance","0.862091","0.722679"
"rag_enabled","live-023-hostel-captive-portal-loop","165","completed",,"Hostel WiFi keeps looping back to login page","IT Support","WiFi / Network","false","2026-04-12T20:26:35.378538","2026-04-12T20:26:55.393534","20014","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Hostel WiFi captive portal loop issue","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-023-hostel-captive-portal-loop|hist-052-meal-coupon-mapping|hist-043-accessible-room-request","manual-import|manual-import|manual-import","0.742365","0.574707"
"rag_enabled","live-024-library-dead-zone","166","completed",,"Library WiFi signal is very weak in reference section","IT Support","WiFi / Network","false","2026-04-12T20:27:15.869028","2026-04-12T20:27:36.412382","20543","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Weak WiFi signal in library reference section","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-024-library-dead-zone|165|hist-025-department-packet-loss","manual-import|application-grievance|manual-import","0.782151","0.581151"
"rag_enabled","live-025-department-packet-loss","167","completed",,"Department network has severe packet loss","IT Support","WiFi / Network","false","2026-04-12T20:27:57.365676","2026-04-12T20:28:19.100129","21734","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.700000","Department network packet loss affecting coursework","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-025-department-packet-loss|hist-024-library-dead-zone|166","manual-import|manual-import|application-grievance","0.713777","0.642236"
"rag_enabled","live-026-guest-otp-missing","168","completed",,"Guest WiFi OTP is not being received","IT Support","WiFi / Network","false","2026-04-12T20:28:39.937469","2026-04-12T20:28:59.873141","19935","IN_PROGRESS","it.support@college.edu","LOW","NEGATIVE","false","0.765000","Guest WiFi OTP delivery failure","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-026-guest-otp-missing|165|hist-023-hostel-captive-portal-loop","manual-import|application-grievance|manual-import","0.811931","0.622776"
"rag_enabled","live-027-exam-hall-bandwidth","169","completed",,"Exam hall internet is unstable during online assessments","IT Support","WiFi / Network","false","2026-04-12T20:29:20.471558","2026-04-12T20:29:40.294742","19823","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.700000","Exam hall network instability during online assessments","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-027-exam-hall-bandwidth|167|165","manual-import|application-grievance|application-grievance","0.765258","0.639766"
"rag_enabled","live-028-campus-dns-slow","170","completed",,"Campus websites open slowly due to DNS issue","IT Support","WiFi / Network","false","2026-04-12T20:30:01.024538","2026-04-12T20:30:38.794801","37770","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Slow DNS resolution on campus network","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-028-campus-dns-slow|165|hist-023-hostel-captive-portal-loop","manual-import|application-grievance|manual-import","0.767486","0.642604"
"rag_enabled","live-029-reset-mail-missing","171","completed",,"LMS password reset email is not arriving","IT Support","LMS / Email","false","2026-04-12T20:30:59.94136","2026-04-12T20:31:18.834146","18892","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.700000","LMS password reset email delivery failure","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-029-reset-mail-missing|hist-031-outbound-mail-blocked|hist-032-login-loop-browser","manual-import|manual-import|manual-import","0.833667","0.648830"
"rag_enabled","live-030-course-material-access","172","completed",,"Course materials on LMS show access denied","IT Support","LMS / Email","false","2026-04-12T20:31:39.44352","2026-04-12T20:32:00.257135","20813","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.730000","LMS course material access denied for class section","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-030-course-material-access|171|hist-034-lms-attachment-upload-fail","manual-import|application-grievance|manual-import","0.830647","0.645808"
"rag_enabled","live-031-outbound-mail-blocked","173","completed",,"College email can receive but not send messages","IT Support","LMS / Email","false","2026-04-12T20:32:21.027167","2026-04-12T20:32:43.778435","22751","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Outbound email sending failure in institutional account","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-031-outbound-mail-blocked|171|hist-029-reset-mail-missing","manual-import|application-grievance|manual-import","0.752194","0.666900"
"rag_enabled","live-032-login-loop-browser","174","completed",,"LMS keeps redirecting me back to login","IT Support","LMS / Email","false","2026-04-12T20:33:04.635612","2026-04-12T20:33:24.527843","19892","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","LMS login redirect loop preventing access","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-032-login-loop-browser|171|hist-029-reset-mail-missing","manual-import|application-grievance|manual-import","0.731208","0.616939"
"rag_enabled","live-033-notifications-inbox-delay","175","completed",,"Timetable notifications are not reaching email inbox","IT Support","LMS / Email","false","2026-04-12T20:33:45.157925","2026-04-12T20:34:06.019769","20861","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Delayed LMS and timetable email notifications","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-033-notifications-inbox-delay|171|173","manual-import|application-grievance|application-grievance","0.740251","0.680577"
"rag_enabled","live-034-lms-attachment-upload-fail","176","completed",,"LMS assignment attachment upload keeps failing","IT Support","LMS / Email","false","2026-04-12T20:34:26.722942","2026-04-12T20:34:52.364266","25641","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.700000","LMS assignment upload failure before deadline","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-034-lms-attachment-upload-fail|172|171","manual-import|application-grievance|application-grievance","0.824055","0.618820"
"rag_enabled","live-035-pc-boot-failure","177","completed",,"Lab computers are not booting properly","IT Support","Lab Machines","false","2026-04-12T20:35:13.404869","2026-04-12T20:35:36.586838","23181","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Lab computers boot failure affecting practical session","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-035-pc-boot-failure|hist-040-os-image-corruption|hist-037-peripheral-failure-row","manual-import|manual-import|manual-import","0.654680","0.534320"
"rag_enabled","live-036-cad-license-expired","178","completed",,"CAD software in lab says license expired","IT Support","Lab Machines","false","2026-04-12T20:35:57.062968","2026-04-12T20:36:20.126714","23063","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","CAD software license expired in lab","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-036-cad-license-expired|hist-022-lab-section-change-not-updated|hist-006-lab-grade-not-reflecting","manual-import|manual-import|manual-import","0.888431","0.583390"
"rag_enabled","live-037-peripheral-failure-row","179","completed",,"Keyboard and mouse are not working on several lab systems","IT Support","Lab Machines","false","2026-04-12T20:36:40.672598","2026-04-12T20:37:08.991123","28318","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.765000","Lab row keyboard and mouse failure blocking student use","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-037-peripheral-failure-row|177|hist-039-printer-driver-missing","manual-import|application-grievance|manual-import","0.707834","0.585344"
"rag_enabled","live-038-compiler-blocked-antivirus","180","completed",,"Compiler tools are blocked on lab machines","IT Support","Lab Machines","false","2026-04-12T20:37:29.395254","2026-04-12T20:37:59.796571","30401","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Compiler tools blocked on lab machines after update","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-038-compiler-blocked-antivirus|178|hist-036-cad-license-expired","manual-import|application-grievance|manual-import","0.615293","0.533549"
"rag_enabled","live-039-printer-driver-missing","181","completed",,"Lab machines cannot print to the shared printer","IT Support","Lab Machines","false","2026-04-12T20:38:20.157177","2026-04-12T20:38:41.339016","21181","RESOLVED","it.support@college.edu","LOW","NEGATIVE","true","0.700000","Shared lab printer missing or failing on all systems","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-039-printer-driver-missing|180|179","manual-import|application-grievance|application-grievance","0.725112","0.560268"
"rag_enabled","live-040-os-image-corruption","182","completed",,"Lab systems became unstable after recent update","IT Support","Lab Machines","false","2026-04-12T20:39:01.690758","2026-04-12T20:39:28.177976","26487","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.730000","Lab machines unstable after update","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","177|179|180","application-grievance|application-grievance|application-grievance","0.643943","0.603735"
"rag_enabled","live-041-allotment-mismatch","183","completed",,"Hostel allotment shows the wrong room block","Hostel & Accommodation","Room Allocation","false","2026-04-12T20:39:48.394717","2026-04-12T20:40:10.960035","22565","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Hostel room block mismatch in allotment letter","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-041-allotment-mismatch|hist-044-final-year-reallocation|hist-043-accessible-room-request","manual-import|manual-import|manual-import","0.849288","0.726911"
"rag_enabled","live-042-roommate-preference-ignored","184","completed",,"Approved roommate preference was ignored in allotment","Hostel & Accommodation","Room Allocation","false","2026-04-12T20:40:32.01433","2026-04-12T20:40:59.556999","27542","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.700000","Approved roommate preference not reflected in hostel allotment","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-042-roommate-preference-ignored|hist-041-allotment-mismatch|183","manual-import|manual-import|application-grievance","0.857936","0.688840"
"rag_enabled","live-043-accessible-room-request","185","completed",,"Accessible hostel room request is still pending","Hostel & Accommodation","Room Allocation","false","2026-04-12T20:41:20.726576","2026-04-12T20:41:50.3951","29668","IN_PROGRESS","hostel@college.edu","MEDIUM","NEGATIVE","false","0.700000","Accessible hostel room request pending processing","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-043-accessible-room-request|hist-045-study-floor-transfer|161","manual-import|manual-import|application-grievance","0.876097","0.737314"
"rag_enabled","live-044-final-year-reallocation","186","completed",,"Final-year hostel block reallocation has not been updated","Hostel & Accommodation","Room Allocation","false","2026-04-12T20:42:11.474432","2026-04-12T20:42:33.373861","21899","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Final-year hostel block reallocation not updated","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-044-final-year-reallocation|hist-041-allotment-mismatch|183","manual-import|manual-import|application-grievance","0.884571","0.791966"
"rag_enabled","live-045-study-floor-transfer","187","completed",,"Room transfer to quieter hostel floor is pending","Hostel & Accommodation","Room Allocation","false","2026-04-12T20:42:54.055051","2026-04-12T20:43:16.860387","22805","IN_PROGRESS","hostel@college.edu","MEDIUM","NEGATIVE","false","0.730000","Pending hostel room transfer to quieter floor","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-045-study-floor-transfer|185|hist-044-final-year-reallocation","manual-import|application-grievance|manual-import","0.811493","0.697011"
"rag_enabled","live-046-washroom-leakage","188","completed",,"Water leakage in hostel washroom is spreading","Hostel & Accommodation","Maintenance","false","2026-04-12T20:43:37.594422","2026-04-12T20:44:02.378869","24784","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.700000","Hostel washroom water leakage flooding corridor","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-046-washroom-leakage|hist-055-purifier-not-working|hist-048-water-supply-outage","manual-import|manual-import|manual-import","0.782092","0.646547"
"rag_enabled","live-047-fan-not-working","189","completed",,"Ceiling fan in hostel room is not working","Hostel & Accommodation","Maintenance","false","2026-04-12T20:44:23.173034","2026-04-12T20:44:43.754347","20581","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Ceiling fan failure in hostel room","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-047-fan-not-working|185|187","manual-import|application-grievance|application-grievance","0.788078","0.601283"
"rag_enabled","live-048-water-supply-outage","190","completed",,"No water supply in hostel block since morning","Hostel & Accommodation","Maintenance","false","2026-04-12T20:45:04.768251","2026-04-12T20:45:28.11287","23344","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hostel water supply outage in block","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-048-water-supply-outage|188|hist-055-purifier-not-working","manual-import|application-grievance|manual-import","0.748779","0.689465"
"rag_enabled","live-049-window-latch-broken","191","completed",,"Hostel room window latch is broken","Hostel & Accommodation","Maintenance","false","2026-04-12T20:45:48.390855","2026-04-12T20:46:45.996341","57605","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Broken window latch in hostel room","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-049-window-latch-broken|188|189","manual-import|application-grievance|application-grievance","0.852193","0.585833"
"rag_enabled","live-050-drain-smell","192","completed",,"Strong sewage smell coming from hostel drain","Hostel & Accommodation","Maintenance","false","2026-04-12T20:47:06.787671","2026-04-12T20:47:23.825708","17038","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Sewage smell from hostel drain","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-050-drain-smell|188|hist-055-purifier-not-working","manual-import|application-grievance|manual-import","0.758473","0.602883"
"rag_enabled","live-051-socket-sparking","193","completed",,"Power socket in hostel room is sparking","Hostel & Accommodation","Maintenance","false","2026-04-12T20:47:44.280135","2026-04-12T20:48:09.98488","25704","RESOLVED","hostel@college.edu","HIGH","NEGATIVE","true","0.765000","Sparking power socket in hostel room","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-051-socket-sparking|hist-078-street-light-outage|hist-047-fan-not-working","manual-import|manual-import|manual-import","0.881831","0.578002"
"rag_enabled","live-052-meal-coupon-mapping","194","completed",,"Mess counter is not recognizing my meal coupon","Hostel & Accommodation","Mess","false","2026-04-12T20:48:31.025722","2026-04-12T20:48:52.569578","21543","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Meal coupon rejected after hostel renewal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-052-meal-coupon-mapping|hist-056-guest-meal-deduction|hist-053-veg-option-unavailable","manual-import|manual-import|manual-import","0.780541","0.665027"
"rag_enabled","live-053-veg-option-unavailable","195","completed",,"Approved vegetarian option is often unavailable in mess","Hostel & Accommodation","Mess","false","2026-04-12T20:49:13.673723","2026-04-12T20:49:36.085465","22411","IN_PROGRESS","hostel@college.edu","MEDIUM","NEGATIVE","false","0.730000","Vegetarian option frequently unavailable in mess shift","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-053-veg-option-unavailable|194|hist-052-meal-coupon-mapping","manual-import|application-grievance|manual-import","0.814186","0.622446"
"rag_enabled","live-054-breakfast-delay-exams","196","completed",,"Mess breakfast is being served too late during exams","Hostel & Accommodation","Mess","false","2026-04-12T20:49:56.26681","2026-04-12T20:50:15.599545","19332","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Mess breakfast delay during exam week","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-054-breakfast-delay-exams|hist-053-veg-option-unavailable|hist-052-meal-coupon-mapping","manual-import|manual-import|manual-import","0.820685","0.700279"
"rag_enabled","live-055-purifier-not-working","197","completed",,"Mess water purifier is not working","Hostel & Accommodation","Mess","false","2026-04-12T20:50:35.801177","2026-04-12T20:50:53.806009","18004","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hostel mess water purifier malfunction","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-055-purifier-not-working|190|188","manual-import|application-grievance|application-grievance","0.845659","0.678010"
"rag_enabled","live-056-guest-meal-deduction","198","completed",,"Mess account shows extra deduction for guest meals","Hostel & Accommodation","Mess","false","2026-04-12T20:51:14.302843","2026-04-12T20:51:34.679796","20376","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Extra guest meal deduction in mess account","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-056-guest-meal-deduction|194|hist-052-meal-coupon-mapping","manual-import|application-grievance|manual-import","0.845368","0.688757"
"rag_enabled","live-057-receipt-missing","199","completed",,"Fee payment succeeded but receipt is missing","Finance & Scholarships","Fee Payment","false","2026-04-12T20:51:54.892579","2026-04-12T20:52:18.929404","24036","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Fee payment successful but receipt missing from portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","3","hist-057-receipt-missing|hist-061-installment-request-not-reflected|hist-060-late-fee-wrongly-applied","manual-import|manual-import|manual-import","0.817600","0.735220"
