experimentVariant,caseId,grievanceId,experimentState,failureReason,title,category,subcategory,sensitiveCategory,submissionTimestamp,aiDecisionTimestamp,aiLatencyMillis,finalStatus,assignedFaculty,priority,sentiment,aiResolved,aiConfidence,aiTitle,aiModelName,retrievedReferenceCount,retrievedReferenceIds,retrievedReferenceSources,top1SimilarityScore,averageRetrievedSimilarityScore
"rag_disabled","live-022-lab-section-change-not-updated","264","completed",,"Approved lab section change is not reflected","Administrative","Transfers","false","2026-04-12T21:46:09.881189","2026-04-12T21:46:33.035362","23154","RESOLVED","faculty2@college.edu","MEDIUM","NEGATIVE","true","0.700000","Approved lab section change not reflected in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-023-hostel-captive-portal-loop","265","completed",,"Hostel WiFi keeps looping back to login page","IT Support","WiFi / Network","false","2026-04-12T21:46:53.465967","2026-04-12T21:47:19.855742","26389","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Hostel WiFi captive portal login loop","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-024-library-dead-zone","266","completed",,"Library WiFi signal is very weak in reference section","IT Support","WiFi / Network","false","2026-04-12T21:47:40.10586","2026-04-12T21:47:59.804259","19698","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.765000","Weak WiFi signal in library reference section","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-025-department-packet-loss","267","completed",,"Department network has severe packet loss","IT Support","WiFi / Network","false","2026-04-12T21:48:20.605131","2026-04-12T21:48:41.734305","21129","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.700000","Department network packet loss affecting coursework","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-026-guest-otp-missing","268","completed",,"Guest WiFi OTP is not being received","IT Support","WiFi / Network","false","2026-04-12T21:49:02.114756","2026-04-12T21:49:22.954642","20839","IN_PROGRESS","it.support@college.edu","LOW","NEGATIVE","false","0.765000","Guest WiFi OTP delivery failure","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-027-exam-hall-bandwidth","269","completed",,"Exam hall internet is unstable during online assessments","IT Support","WiFi / Network","false","2026-04-12T21:49:43.660153","2026-04-12T21:50:02.407743","18747","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.700000","Exam hall network instability during online assessments","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-028-campus-dns-slow","270","completed",,"Campus websites open slowly due to DNS issue","IT Support","WiFi / Network","false","2026-04-12T21:50:23.147398","2026-04-12T21:50:41.33586","18188","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Slow DNS resolution on campus network","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-029-reset-mail-missing","271","completed",,"LMS password reset email is not arriving","IT Support","LMS / Email","false","2026-04-12T21:51:01.605249","2026-04-12T21:51:19.770041","18164","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","LMS password reset email delivery failure","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-030-course-material-access","272","completed",,"Course materials on LMS show access denied","IT Support","LMS / Email","false","2026-04-12T21:51:40.133811","2026-04-12T21:51:57.28942","17155","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.730000","LMS course material access denied for class section","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-031-outbound-mail-blocked","273","completed",,"College email can receive but not send messages","IT Support","LMS / Email","false","2026-04-12T21:52:17.615209","2026-04-12T21:52:34.83977","17224","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.730000","Outbound email sending failure","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-032-login-loop-browser","274","completed",,"LMS keeps redirecting me back to login","IT Support","LMS / Email","false","2026-04-12T21:52:55.035625","2026-04-12T21:53:14.614408","19578","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","LMS login redirect loop issue","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-033-notifications-inbox-delay","275","completed",,"Timetable notifications are not reaching email inbox","IT Support","LMS / Email","false","2026-04-12T21:53:35.545148","2026-04-12T21:53:55.347804","19802","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.730000","Delayed LMS and timetable email notifications","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-034-lms-attachment-upload-fail","276","completed",,"LMS assignment attachment upload keeps failing","IT Support","LMS / Email","false","2026-04-12T21:54:16.089892","2026-04-12T21:54:35.837816","19747","IN_PROGRESS","it.support@college.edu","MEDIUM","NEGATIVE","false","0.730000","LMS assignment upload failure before deadline","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-035-pc-boot-failure","277","completed",,"Lab computers are not booting properly","IT Support","Lab Machines","false","2026-04-12T21:54:56.628798","2026-04-12T21:55:18.520881","21892","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Lab computers boot failure affecting practical session","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-036-cad-license-expired","278","completed",,"CAD software in lab says license expired","IT Support","Lab Machines","false","2026-04-12T21:55:39.2522","2026-04-12T21:55:58.137883","18885","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","CAD software license expired in lab","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-037-peripheral-failure-row","279","completed",,"Keyboard and mouse are not working on several lab systems","IT Support","Lab Machines","false","2026-04-12T21:56:18.789668","2026-04-12T21:56:37.235295","18445","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.730000","Lab row keyboard and mouse failures blocking student use","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-038-compiler-blocked-antivirus","280","completed",,"Compiler tools are blocked on lab machines","IT Support","Lab Machines","false","2026-04-12T21:56:58.263138","2026-04-12T21:57:21.232314","22969","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Compiler tools blocked on lab machines after update","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-039-printer-driver-missing","281","completed",,"Lab machines cannot print to the shared printer","IT Support","Lab Machines","false","2026-04-12T21:57:41.880819","2026-04-12T21:58:02.344267","20463","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Shared lab printer not accessible from systems","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-040-os-image-corruption","282","completed",,"Lab systems became unstable after recent update","IT Support","Lab Machines","false","2026-04-12T21:58:23.491355","2026-04-12T21:58:45.313377","21822","RESOLVED","it.support@college.edu","MEDIUM","NEGATIVE","true","0.700000","Lab machines unstable after update","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-041-allotment-mismatch","283","completed",,"Hostel allotment shows the wrong room block","Hostel & Accommodation","Room Allocation","false","2026-04-12T21:59:06.051286","2026-04-12T21:59:25.477382","19426","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hostel room block mismatch in allotment letter","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-042-roommate-preference-ignored","284","completed",,"Approved roommate preference was ignored in allotment","Hostel & Accommodation","Room Allocation","false","2026-04-12T21:59:46.588059","2026-04-12T22:00:08.269371","21681","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Approved roommate preference not reflected in hostel allotment","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-043-accessible-room-request","285","completed",,"Accessible hostel room request is still pending","Hostel & Accommodation","Room Allocation","false","2026-04-12T22:00:29.187626","2026-04-12T22:00:51.854428","22666","IN_PROGRESS","hostel@college.edu","MEDIUM","NEGATIVE","false","0.700000","Pending accessible hostel room request","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-044-final-year-reallocation","286","completed",,"Final-year hostel block reallocation has not been updated","Hostel & Accommodation","Room Allocation","false","2026-04-12T22:01:12.82791","2026-04-12T22:01:33.838081","21010","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Final-year hostel block reallocation not updated","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-045-study-floor-transfer","287","completed",,"Room transfer to quieter hostel floor is pending","Hostel & Accommodation","Room Allocation","false","2026-04-12T22:01:54.428782","2026-04-12T22:02:15.501584","21072","IN_PROGRESS","hostel@college.edu","MEDIUM","NEGATIVE","false","0.700000","Pending hostel room transfer to quieter floor","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-046-washroom-leakage","288","completed",,"Water leakage in hostel washroom is spreading","Hostel & Accommodation","Maintenance","false","2026-04-12T22:02:36.024404","2026-04-12T22:03:00.363083","24338","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.700000","Hostel washroom water leakage flooding corridor","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-047-fan-not-working","289","completed",,"Ceiling fan in hostel room is not working","Hostel & Accommodation","Maintenance","false","2026-04-12T22:03:20.635714","2026-04-12T22:03:40.663526","20027","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Hostel room ceiling fan not working","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-048-water-supply-outage","290","completed",,"No water supply in hostel block since morning","Hostel & Accommodation","Maintenance","false","2026-04-12T22:04:01.161783","2026-04-12T22:04:23.998406","22836","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hostel water supply outage in block","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-049-window-latch-broken","291","completed",,"Hostel room window latch is broken","Hostel & Accommodation","Maintenance","false","2026-04-12T22:04:44.773653","2026-04-12T22:05:01.525495","16751","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.765000","Broken window latch in hostel room","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-050-drain-smell","292","completed",,"Strong sewage smell coming from hostel drain","Hostel & Accommodation","Maintenance","false","2026-04-12T22:05:22.272665","2026-04-12T22:05:41.453333","19180","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Sewage smell from hostel drain","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-051-socket-sparking","293","completed",,"Power socket in hostel room is sparking","Hostel & Accommodation","Maintenance","false","2026-04-12T22:06:01.819081","2026-04-12T22:06:23.922404","22103","RESOLVED","hostel@college.edu","HIGH","NEGATIVE","true","0.765000","Sparking power socket in hostel room","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-052-meal-coupon-mapping","294","completed",,"Mess counter is not recognizing my meal coupon","Hostel & Accommodation","Mess","false","2026-04-12T22:06:44.445672","2026-04-12T22:07:06.328463","21882","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Hostel mess meal coupon rejection after renewal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-053-veg-option-unavailable","295","completed",,"Approved vegetarian option is often unavailable in mess","Hostel & Accommodation","Mess","false","2026-04-12T22:07:27.019304","2026-04-12T22:07:52.449366","25430","IN_PROGRESS","hostel@college.edu","MEDIUM","NEGATIVE","false","0.730000","Vegetarian option frequently unavailable in mess shift","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-054-breakfast-delay-exams","296","completed",,"Mess breakfast is being served too late during exams","Hostel & Accommodation","Mess","false","2026-04-12T22:08:12.696338","2026-04-12T22:08:34.894212","22197","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Mess breakfast delay during exam week","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-055-purifier-not-working","297","completed",,"Mess water purifier is not working","Hostel & Accommodation","Mess","false","2026-04-12T22:08:55.301154","2026-04-12T22:09:16.46884","21167","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.700000","Hostel mess water purifier malfunction","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-056-guest-meal-deduction","298","completed",,"Mess account shows extra deduction for guest meals","Hostel & Accommodation","Mess","false","2026-04-12T22:09:36.911466","2026-04-12T22:09:53.859154","16947","RESOLVED","hostel@college.edu","MEDIUM","NEGATIVE","true","0.730000","Extra guest meal deduction in mess account","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-057-receipt-missing","299","completed",,"Fee payment succeeded but receipt is missing","Finance & Scholarships","Fee Payment","false","2026-04-12T22:10:14.417761","2026-04-12T22:10:36.677942","22260","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Fee payment successful but receipt missing from portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-058-duplicate-debit","300","completed",,"Semester fee was debited twice","Finance & Scholarships","Fee Payment","false","2026-04-12T22:10:57.0474","2026-04-12T22:11:21.205123","24157","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.700000","Duplicate fee debit reported","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-059-upi-challan-pending","301","completed",,"Fee challan still shows pending after UPI payment","Finance & Scholarships","Fee Payment","false","2026-04-12T22:11:41.711137","2026-04-12T22:12:07.552629","25841","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.700000","UPI fee payment not reflected in challan status","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-060-late-fee-wrongly-applied","302","completed",,"Late fee was added even though I paid on time","Finance & Scholarships","Fee Payment","false","2026-04-12T22:12:28.435389","2026-04-12T22:12:50.865875","22430","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Late fee incorrectly applied to timely payment","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-061-installment-request-not-reflected","303","completed",,"Approved installment plan is not showing in fee portal","Finance & Scholarships","Fee Payment","false","2026-04-12T22:13:11.061524","2026-04-12T22:13:32.246857","21185","RESOLVED","finance@college.edu","MEDIUM","NEGATIVE","true","0.765000","Approved fee installment not reflected in portal","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-062-hostel-ledger-mismatch","304","completed",,"Hostel fee ledger amount does not match finance approval","Finance & Scholarships","Fee Payment","false","2026-04-12T22:13:52.657142","2026-04-12T22:14:14.863057","22205","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.700000","Hostel fee waiver not reflected in ledger","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-063-disbursement-pending","305","completed",,"Approved scholarship has not been disbursed","Finance & Scholarships","Scholarship","false","2026-04-12T22:14:35.303956","2026-04-12T22:14:56.253992","20950","IN_PROGRESS","finance@college.edu","MEDIUM","POSITIVE","false","0.700000","Approved scholarship not disbursed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-064-bank-mapping-rejected","306","completed",,"Scholarship bank account mapping was rejected","Finance & Scholarships","Scholarship","false","2026-04-12T22:15:16.908862","2026-04-12T22:15:38.377285","21468","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Scholarship bank account mapping rejection delaying payment","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-065-verification-stuck","307","completed",,"Scholarship application is stuck under verification","Finance & Scholarships","Scholarship","false","2026-04-12T22:15:59.531545","2026-04-12T22:16:17.734975","18203","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Scholarship application verification delayed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-066-renewal-approved-not-credited","308","completed",,"Scholarship renewal approved but money not credited","Finance & Scholarships","Scholarship","false","2026-04-12T22:16:38.035769","2026-04-12T22:16:59.646567","21610","IN_PROGRESS","finance@college.edu","MEDIUM","POSITIVE","false","0.765000","Scholarship renewal approved but not credited","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-067-income-certificate-mismatch","309","completed",,"Scholarship file shows income certificate mismatch","Finance & Scholarships","Scholarship","false","2026-04-12T22:17:20.57086","2026-04-12T22:17:40.724519","20153","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Scholarship application delayed due to income certificate mismatch","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-068-caution-deposit-pending","310","completed",,"Caution deposit refund is still pending","Finance & Scholarships","Refunds","false","2026-04-12T22:18:01.208356","2026-04-12T22:18:21.757814","20549","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Caution deposit refund pending after exit clearances","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-069-duplicate-payment-refund","311","completed",,"Refund for duplicate payment has not started","Finance & Scholarships","Refunds","false","2026-04-12T22:18:42.871328","2026-04-12T22:19:02.890199","20018","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.700000","Duplicate payment refund pending","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-070-event-cancellation-refund","312","completed",,"Cancelled event fee refund is delayed","Finance & Scholarships","Refunds","false","2026-04-12T22:19:23.466998","2026-04-12T22:19:39.876562","16409","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.700000","Event cancellation refund delayed","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-071-mess-advance-refund","313","completed",,"Hostel mess advance refund is not processed","Finance & Scholarships","Refunds","false","2026-04-12T22:20:00.999243","2026-04-12T22:20:21.000822","20001","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.765000","Hostel mess advance refund pending after reconciliation","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-072-library-deposit-refund","314","completed",,"Library deposit refund is pending despite clearance","Finance & Scholarships","Refunds","false","2026-04-12T22:20:41.586181","2026-04-12T22:21:02.545679","20959","IN_PROGRESS","finance@college.edu","MEDIUM","NEGATIVE","false","0.730000","Library deposit refund pending after clearance","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
"rag_disabled","live-073-noise-complaint-dispute","315","completed",,"Hostel noise complaint record seems incorrect","Discipline & Safety","Code of Conduct","true","2026-04-12T22:21:23.244469","2026-04-12T22:21:42.679686","19435","IN_PROGRESS","discipline@college.edu","MEDIUM","POSITIVE","false","0.765000","Hostel noise complaint record dispute over timing conflict","deepseek-chat + sentiment:siebert/sentiment-roberta-large-english","0","","",,
